Koncert_ID,Koncert,Beskrivelse,Genre1,Genre2,Spillested,Dato,Tid,Doerene_aabner,Varighed,Antal,Pris,Billetgebyr,Pris_i_doer,Sal,Pladser,Billede
44,De Danske Hyrder,"De Danske Hyrder er klar med ny ørehængende single ”DDH”, som er en varm og energifyldt hyldest til deres tilbagekomst. De er tilbage, de er på, og de er fuldstændig klar til at ramme folk med fornyet og rendyrket DDH-energi. Og som om det ikke var nok, annoncerer drengene samtidig deres første live tour i 2 år; ”UD AF DET BLÅ TOUR”, hvor de til foråret skal rundt til 10 af landets største byer og dele ud af energien, de velkendte hits og en masse ny musik. ”Vi glæder os til at mærke folk – og at mærke at vores musik lever ude i det blå. Man kan forvente nærvær, energi og fest. Vi vil vise folk, at De Danske Hyrder kan og vil skabe og fællesskab selvom omstændighederne begrænser os. Energi og fest går vi ikke på kompromis med,” fortæller drengene. De har i løbet af hele lockdown-tiden virkelig kunne dykke ned i musikken, og tracket ”DDH” har til formål at skabe gode vibes, god energi og folkestemning som de, især nu, mener der er et stort behov for at få frem. Tracket blev til på en sommerhustur, som de beskriver som ’ren magi’. Og dem har de haft mange af. De Danske Hyrder er en dansk rapgruppe, som er kendt for deres melodiske, festglade tracks om fester, fællesskab, ungdommen, venskaber, gode tider og drengerøvslivets generelle udfoldelser. De bliver inspireret af hvad de laver, og hvad de har på hjerte. Derudover har de hele tiden været drevet af at udfordre mange sider af deres liv. Drengene har tidligere udgivet adskillige singler heriblandt de populære, festlige og opløftende ”Billige Bajer”, ”15 år”, ”Med Mine Drenge” og ”Jeg Er Fuld Hele Tiden Og Er Pisse Ligeglad Du” og har mere end hele 40 millioner streams på Spotify alene. Bag gruppen De Danske Hyrder, hvis navn er opstået på baggrund af en gammel drukvise, gemmer sig 4 friske, passionerede drenge på 26 år: Martin, Frederik, Adam og Oliver, aka. Marty, Bering, Ado og Oli. De beskriver deres venskab som nært og familiært; musikken underbygger venskabet, men venskabet bliver også underbygget af DDH. De er alle fra Albertslund, hvilket også har været et stor omdrejningspunkt for deres musik. I dag bor de alle 4 i en radius af omkring 200 meter i Valby og ser hinanden næsten hver dag, så fællesskabet er ikke blevet mindre. De har været bedste venner lige siden gymnasietiden, hvor de startede med at lave musik sammen; så sammen har de mere end 10 år med sig. ”Vi begyndte at lave nogle semi-hårde fødselsdagssange til hinanden, hvor vi dissede hinanden. Ellers lavede vi bare sange på baggrund af de ting vi sagde, gjorde og lavede ude i Albertslund. At vi har kendt hinanden så længe, gør nok at vi har formet et fælles udtryk og en fælles måde at se verden på.” Siden da har musikkarrieren taget fart, og drengene har spillet på musikscener rundt i hele landet på alt fra de fleste af landets gymnasier til de helt store scener på Smukfest, Tinderbox, Nibe- og Jelling Festival, samt en tætpakket Fredagsrock i Tivoli sidste år og udsolgte Store Vega. ”UD AF DET BLÅ TOUR” bliver skudt i gang til foråret – og inden da er der en masse sprudlende tracks på vej, så der er en helt masse at glæde sig til. Man keder sig aldrig i selskab med De Danske Hyrder. Som de selv kan sige det: ”Når vi er sammen har vi det grineren. Som i SYGT grineren.”",Hiphop,Rap,Studenterhuset,21/01/2021,20.00,19.30,–,–,180,ja,–,Store sal,unum. Siddepladser,deda.jpg
45,Boundaries,"Fortvivlelse, harmonier og skærende guitarer. Boundaries udgav deres debut EP i 2018, som har modtaget ros fra KEXP, DIY og Visions Magazine. Bandet har turneret rundt som headliner i Danmark og England, og deres koncert på Roskilde Festival i sommers blev krediteret af Soundvenue med en femstjernet anbefaling: ""Hele koncerten fremstod som en symfoni, hvor stigninger og fald var nøje tilrettelagt. Således byggedes der mod slutningen op til det store crescendo, hvor den hypnotisk ekspansive ‘Push’ særligt viste Boundaries som et frådende bæst med appetit på og åbenlyst talent til meget mere.” Boundaries er klar med deres første album, som udkommer i starten af 2021. Det vil blive efterfulgt af en længe ventet energiudløsning af koncerter i Odense, Århus, København og Aalborg.",Alternative,,Studenterhuset,22/01/2021,20.00,19.30,–,–,85,ja,–,Store sal,unum. Siddepladser,boun.jpg
46,Suspekt,"Jungletrommerne om et nyt album fra Suspekt har vakt genlyd lige siden de i 2019 udgav singlen Gonzo, der endte med at dominere sommerens hitlister. Fredag den 14. februar får alle Suspekt-tilhængere endelig deres forløsning, når Albertslund-trioen udgiver deres 7. studiealbum, Sindssyge Ting.

Suspekt er uden tvivl ét af Danmarks vildeste live acts, og derfor annonceres den kommende udgivelse selvfølgelig sammen med bandets største arena tour til dato. Til glæde for nordjyderne lander Suspekt-ufo'en i Aalborg og byder op til dans på en ny planet.

Om det nye album siger Emil:

- Albummet giver lytteren et indblik i alt det vi har oplevet de sidste 3 år, blandet op med hele livets surdej. Tilsat trommer og melodi, krydret med vanvid og videnskab. Vi er ude i nogle projekter vi aldrig har rodet med før. 10 minutter lange seancer, gæsteoptrædener der vælter ind og ud mellem hinanden som Cameos i en Tarantino film. Men mest af alt skal man nok forvente sig lyden af at gøre sig umage. Og jeg tror også, at man som lytter skal gøre sig umage. Aldrig har vi haft så mange ideer, hjælpende hænder og numre på tegnebrættet.

I forlængelse af albumudgivelsen udkommer TV-serien ”SUSPEKT”, som har premiere den 19. februar på TV 2 PLAY. Gennem det sidste år har et kamerahold fulgt Andreas, Rune og Emil, og i fem afsnit følger vi tilblivelsen af det nye album.",Hiphop,Rap,AKKC,28/01/2021,20.00,–,–,–,495,ja,–,Gigantium,unum. Siddepladser,susp.jpg
47,Smokie,"Med hits som Lay Back In The Arms Of Someone og If You Think You Know How To Love Me har Smokie etableret sig i den absolutte top over pop/rock-bands, og til næste forår får fans og øvrige publikummer rig mulighed for at skråle med på disse, når Terry Uttley, Steve Pinnell, Martin Bullard, Mike Craft og Mick McConnell indtager Aalborghallens scene.

Siden Smokies gennembrud har gruppen fra Bradford i England ramt stort set alle europæiske hitlister og solgt flere millioner albums, mens deres absolut største singlehit, Living Next Door To Alice, er solgt i over 10 millioner eksemplarer. Deres store succes har betydet, at Smokie ikke kun er et navn, men i høj grad en hel unik lyd, som har gjort det muligt for dem at forblive på toppen i fire årtier og etablere en karriere, som de fleste musikere kun kan drømme om.

Publikum kan glæde sig til en festlig aften og et skønt genhør med Smokies allerstørste hits.

Support til koncerten er det nok ældste boyband i Danmark: Lollipops. De blev dannet i 1960'erne, hvor de bl.a. spillede sammen med ikoniske The Rolling Stones. Der er kommet flere bandmedlemmer til siden, men guitarist og forsanger er stadig Torben Lundgreen, der var med til at danne Lollipops i en alder af kun 10 år.",Rock,,AKKC,29/01/2021,20.00,–,"3,15",–,365,ja,–,Aalborghallen,Ståpladser,smok.png
48,Ude af Kontrol,"De er bandlyst fra radioen, men danskerne hungrer efter Ude Af Kontrol. Gør dig klar til musikalsk vanvid, når Danmarks mest kontroversielle boyband skaber uro i andedammen og tager på arenaturné, der foruden Aalborg bringer dem til København, Aarhus og Odense. 

Arenaturnéen følger op på gruppens nye album Uforglemmelige Anderledes Kunst og den hårdtslående bølge af hits de seneste år, hvor Ude Af Kontrol har opnået mere en 200.000.000 (!) streams på Spotify – på trods af, at de i den grad har forskrækket dansk radio med deres grove og bramfri lyrik – som deres mange fans til gengæld knuselsker.

Trioen, som smukt består af Englando, Balken og Munken, er ligeledes et brandvarmt og vanvittigt livenavn, der blandt andet resulterede i den mest besøgte koncert ved Fredags Rock i Tivoli i 2019, som samme år havde besøg af Suspekt, The Minds of 99 og Christopher, med over 22.000 gæster - kun overgået af Sir Tom Jones.

Drengene er, som navnet lægger op til, kendte for at skubbe til grænsen, og det er ikke unormalt at en UDE AF KONTROL koncert bliver stoppet undervejs grundet et for vildt publikum. Senest på Smukfest sidste år, blev Ude Af Kontrols koncert stoppet tre gange, inden drengene fik lov til at gennemføre festen.",Hiphop,Rap,AKKC,05/02/2021,20.00,–,–,–,260,ja,–,Aalborghallen,Ståpladser,udea.png
49,Hansi Hinterseer & Tiroler Echo,"Hansi Hinterseer er tilbage – nu med et 25-års jubilæumsalbum! For femte gang siden 2011 kommer Schlager-legenden forbi Aalborg for at skabe en folkefest udover det sædvanlige. Den succesrige østriger kan udover sanger skrive skuespiller, TV-vært og tidligere skiløber på sit cv – men når han kommer til den nordjyske hovedstad, er det med et show baseret på sit store bagkatalog af velkendte schlagerhits og højaktuelle jubilæumssange.

Jubilæumsalbummet ”Ich halt zu dir” underbygger hans succesfulde karriere, der er kendetegnet af stabilitet og stor værdsættelse af skikke og traditioner, men albummet er også præget af hans mod på eventyr. Det ses ved kombinationen af tidløse ballader og latinamerikanske rytmer, der får folk til at danse.

Hansi Hinterseer drager som oftest på turné i selskab med Tiroler Echo – og denne gang er ingen undtagelse. Traditionen tro har Hansi endnu en gang valgt at alliere sig med det østrigske orkester fra Tyrol. Tiroler Echo er kendt for at få folk op af stolene, når de folder deres musikalske talent ud på scenen med både keyboard, harmonika, bas, trompet, guitar og saxofon.",Pop,Tysk Pop,AKKC,12/02/2021,20.00,–,–,–,(1) 705 (2) 605 (3) 580 (4) 550 (5) 510,ja,–,Aalborghallen,num. Siddepladser,hint.jpg
50,The Kilkennys,"Oplev ægte irsk charme og musikalitet, når de fire irske sangfugle Dave Cashin, Mick Martin, Tommy Mackey og Robbie Campion går på scenen i Europahallen.

Banjo, mandolin, fløjte, trommer og guitar er bare nogle af de instrumenter, der tages i brug, når The Kilkennys forvandler traditionelle keltiske toner til moderne irsk popmusik.

Selvom gruppen kun har lidt over 10 år på bagen, har de allerede delt scene med nogle af Irlands største og mest prominente musikalske ikoner, herunder Shane MacGowan og Finbar Furey.

Deres unikke spillestil og vokale talent har gjort dem til et højt elsket band blandt det irske folkefærd, og på deres danske turnéer har de opbygget en stor fanskare, som nu kan glæde sig til at den irske kvartet endnu en gang indtager Danmark.",Folk,,AKKC,13/02/2021,20.00,–,2,–,(1) 280 (2) 230,ja,–,Europahallen,num. Siddepladser,kilk.jpg
51,Heidi Hauge & Arne Benoni og Johnny Hansen & Country Friends,"Det er tid til at finde både cowboystøvler og -hatte frem, når de norske countrystjerner Heidi Hauge og Arne Benoni sammen med danske Johnny Hansen danner fælles trop på scenen til en festlig countrykoncert.

Der er lagt op til en countrykoncert med både spræl og musik, der taler til de store følelser, når Nordens bedst sælgende countrysangerinde, Heidi Hauge, sammen med den storsælgende norske countrysanger, Arne Benoni, leverer første afdeling af den stemningsfulde countrykoncert.

Anden afdeling står den danske sanger Johnny Hansen for sammen med bandet Country Friends, og her er der garanteret fest, farver og countryhits på stribe. Johnny Hansen er nok bedst kendt som forsanger i partybandet Kandis, men han har også en særlig forkærlighed for countrymusik, hvilket har resulteret i udgivelsen af hans to countryalbums, My Favorite Country Songs 1 og 2.",Country,,AKKC,11/02/2021,21.00,–,"2,3",–,430,ja,–,Europahallen,num. Siddepladser,heid.jpg
52,What's love got to do whit it? Tina Turner Tribute,"En af de mest ikoniske og elskede musikartister i vores generation, Tina Turner, hyldes i en ultimativ tribute-koncert direkte fra England.

Det internationale show er en fejring af hendes lange og storslåede karriere. Publikum kan forvente en aften med absolut høj energi og feel-good rock’n roll, hvor hits som Proud Mary, River Deep, Simply The Best, Private Dancer og Nutbush City Limits fremføres af det britiske vokaltalent, Elesha Paul Moses supporteret af et ti mand stort live band.

Tina Turner var ikonisk på mange måder – ikke mindst i hendes stemme, udseende og sceneoptræden. Og Elesha Paul Moses leverer Tina Turner 100% hele vejen igennem showet på overbevisende og fantastisk vis. Det er slående, hvordan hun har formået at adoptere Tina Turners energiske fremtoning på scenen. Eleshas stemme er forrygende, og hun synger de legendariske hits respektfuldt og så overbevisende, at man skulle tro, det var Tina Turner selv.

What’s Love Got To Do With It? har leveret en udsolgt debutturné i Storbritannien, og nu er det de danske Tina Turner-fans’ tur til at opleve et brag en koncert, når rock- og soullegendens 50-årige karrierer fejres.",Pop,,AKKC,12/02/2021,20.00,–,–,–,(1) 410 (2) 380 (3) 350 (4) 310,ja,–,Europahallen,num. Siddepladser,tina.jpg
53,TV-2  (40-års jubilæumstour),"I år kan det folkekære band TV-2 fejre intet mindre end 40 år på den danske musikscene. Det markerer de med en 40-års jubilæumstour, der til glæde for de musikglade nordjyder gør et stop i Aalborg.

Tidløse klassikere som Bag duggede ruder, Alt hvad hun ville var at danse og De første kærester på månen er blot et lille udpluk af de mange hits, som TV-2 har leveret til den danske befolkning siden bandets begyndelse i 1980.

Hele fire årtier har passeret, og med nøjagtig de samme fire bandmedlemmer - Steffen Brandt (forsanger, keyboard, guitar), Hans Erik Lerchenfeld (guitar), Sven Gaul (trommer) og Georg Olesen (bas) - tilhører TV-2 nu de sjældenheder i dansk musik, der har holdt sammen og leveret musik i 40 år.

Publikum kan glæde sig til at opleve og genopleve de danske ørehængere helt tilbage fra debutalbummet ”Fantastiske Toyota” fra 1981 og frem til bandets seneste album ”Tæt trafik i Herning” fra 2018. Om den kommende jubilæumstour fortæller forsanger Steffen Brandt:

”Vi kommer nu, som før, som altid med fred. Og kærlighed! Vi kommer med 40 års sange om livet og døden og alt det ind imellem. Vi trækker en linje ned gennem historien og finder de sange frem, som nærmest synger sig selv, blandet med de sange, som er vores bud på noget tidløst og eviggyldigt. Vi skal holde en fest og hylde fællesskabet, og vi vil ikke have det mindste imod, hvis koncerterne giver anledning til, at publikum skulle finde på at synge med. Vi står gerne på mål for sammenhængskraften, samværet og det folkelige, og vi glæder os helt vildt til at sparke 40-årsfesten i gang!”",Pop,,AKKC,23/01/2021,20.00,–,–,–,375,ja,–,Aalborghallen,Ståpladser,tv-2.jpg
54,Nik & Jay,"Det bliver en hitparade uden lige, når Nik & Jay tager deres altid eksplosive og vedkommende shows indendørs på ny og gæster Aalborg med deres ”Længe Leve Drømmene Tour”. Koncerten følger op på sidste års 12 singleudgivelser og helt unikke albumkoncept, som udkom i december måned med nye hits til set-listen som ’Hot Sauce’, ’Det’ Den Vibe’ og ’Magnolia’.

Om touren siger makkerparret fra Værløse:

“Vi er så taknemmelige for hele denne rejse. Så heldige, at vi kan dele den med jer. Med hinanden. Vi er et virkelig godt sted lige nu og vi føler os i balance. Er dybt inspirerede, og har en exceptionel vibe kørende med jer, publikum. Tak for I lytter, danser og lader jer blive bevæget af vores musik. Det er vi så evigt taknemmelige for, og det kommer vi aldrig til at tage for givet.
Så hvad siger I til, at vi laver en tour til? Vi vil give alt vi har. I kommer og giver jeres gode, gode energi. Så kan vi sammen skabe mere magi, der er større end os alle sammen. Det kan vist kun blive GODT. 1000, 1000 tak.”

Nik & Jay har været i gang i 18 år, og det ser heldigvis ikke ud til, at de har tænkt sig at skrue ned for tempoet. De er netop blevet kåret af danskerne som Årets Kunstner ved Zulu Awards 2020, og sidste år vandt de titlen som Årets Danske Livenavn ved DMA.",Pop,,AKKC,20/02/2021,20.00,–,–,–,470,ja,–,Aalborghallen,Ståpladser,nik.jpg
55,Stig Rossen,"Stig Rossen fylder traditionen tro Aalborghallen med juleglade nordjyder, når han vender tilbage med Årets Julekoncert 2021.

Efter et år, hvor få ting har været som de plejer, er der ekstra meget brug for traditioner, der samler og forener os. For mange er Stig Rossens årlige julekoncert netop en tradition, der samler familie og venner til lyden af jul og nærvær.

Sammen med en gæstesolist, fire fremragende korsangere og sit velspillende 6-mand store band inviterer han indenfor i sin hyggelige julestue med masser af juletræer, lys og gaver. Her vil han i skæret fra den knitrende pejs bringe alt det, vi går og hungrer efter ved juletid, sammen i en skøn forening bestående af hygge, traditioner og musikalitet.

Årets Julekoncert 2021 vil som altid bestå af stemningsfulde juleklassikere fra både det danske og internationale julerepertoire. Det er velkendte sange, vi ikke vil undvære, såvel som musikalske perler, vi måske havde glemt, at vi elskede. I løbet af aftenen vil Stig Rossen sætte sig i lænestolen og læse årets julehistorie højt for publikum mens sneen daler foran vinduerne på bagtæppets storskærme.

Publikum kan se frem til en skøn koncertoplevelse for hele familien, der med garanti vil få julestemingen frem hos både store og små.",Pop,,AKKC,19/02/2021,20.00,–,"2,45",–,(1) 430 (2) 410 (3) 390 (4) 360,ja,–,Aalborghallen,num. Siddepladser,stig.jpg
56,Semino Rossi,"I 2021 gør Semino Rossi et stop i Aalborg på sin store jubilæumsturné, der har fået navn efter det spritnye og populære album So ist das Leben, som publikum kan glæde sig til at opleve live.

Den karismatiske sanger med de argentinske rødder er kendt for sit ekstraordinære scenenærvær - når han synger og taler, er det med hele sin sjæl, hvilket er kendetegnet ved hans liveoptrædender. 

Semino Rossi ser frem til at tage sine trofaste fans med på endnu en del af sin musikalske rejse og nyde en uforglemmelig aften i Aalborg sammen med dem. 

Publikum kan glæde sig til en ekstraordinær scenografi, skønne sange og en Semino Rossi i topform - som altid med masser af charme.",Pop,Tysk Pop,AKKC,28/01/2021,19.30,–,–,–,(1) 1010 (2) 732 (3) 657 (4) 582 (5) 507,ja,–,Aalborghallen,num. Siddepladser,semi.jpg
57,Beans on Toast (UK) (support: William Crighton (AUS)),"Essex born folk songwriter ‘Beans on Toast’ is an extremely unique performer. Twisting an age-old genre with a D.I.Y. approach and contemporary concerns has earned him the title of a cult figure who tells it like it is. A festival favourite (he’s played Glastonbury every year since 2007) and a prolific writer and performer. He’s written and recorded 11 albums and he’s played every bar, club, venue, pub, festival, party and honky-tonk you can think of. WILLIAM CRIGHTON 

In support will be powerful Australian songwriter William Crighton.
Standing at two metres tall with a long dark beard and piercing blue eyes, William Crighton combines traditional music with unexpected experimentation and is a sight and sound to behold. Beans and William met at Boomtown festival and forged a strong friendship, Beans supported William on tour in Australia last May and now the two will be travelling together for this tour of Europe.

He’s a hippy, a punk, a poet, a drunk, a die-hard romantic and an eternal optimist. Singing simple songs that tackle big issues.
Political protest songs for the modern day, honest and open Love songs. Songs that will make you laugh, but also make you think with no holds barred honesty and quick wit.

He’s constantly writing, recording and releasing music and puts out a new album each year on 1st December, which happens to be his birthday. 
Each album recorded with a different producer and musicians, over the years he’s worked with the likes of Ben Lovett (Mumford and Sons), Frank Turner and Kitty and Lewis Durham (Kitty, Daisy and Lewis)

He tours constantly and has gigged and played festivals all over the world. The Beans on Toast live show is an odd and unpredictable experience. A singer, songwriter and storyteller his self-deprecating quality is not something you often see, but it breaks down the barrier between musician and audience, creating a sense of equality.

“Cult legend and all round hero” - Louder than War
“Protest songs peppered with optimism” - The Guardian
""Brimming with energy and infectious charm"" - Clash",Folk,Alternativ Folk,1000Fryd,22/01/2021,19.00,–,–,–,50,–,–,1000Fryd,unum. Siddepladser,bean.jpg
58,"Martyrdöd (SWE), Afsky (DK)","Hailing from Sweden, Martyrdöd unleash intense and brutal blackened crust. Over the years the band has refined its own distinct style within the strong tradition of Swedish kängpunk. The riffs are raw and powerful with haunting melodies over a storm of sonic shrapnel, while the two guitars trade off sledgehammer riffs and driving melodic leads.

Having been signed to Southern Lord since 2012, Martyrdöd released their seventh album ‘Hexhammaren’ on Century Media last year while remaining affiliated with Southern Lord. The band has earned its stripes on the road, touring the US with Black Breath and Europe with Rotten Sound and Converge. Don’t miss their triumphant return to Kattesundet. Afsky is Solbrud frontman Ole Luk’s solo project. It is based on traditional black metal mixed with folk and doom, wildness and melancholy.

Afsky saw the light of day in 2015 when a self-titled 3-track EP was released. It was later reissued by Vendetta Records who also released the full-length debut ‘Sorg’ in 2017 and the critically-acclaimed follow-up ‘Ofte jeg drømmer mig død’ earlier this year. Lyrically ‘Ofte jeg drømmer mig død’ pays homage to renowned Danish writers of the 19th century such as Jeppe Aakjær, Emil Aarestrup and H.C. Andersen.",Metal,,1000Fryd,23/01/2021,00.00,–,–,–,100,–,–,1000Fryd,unum. Siddepladser,mart.jpg
59,The Fleshtones (US),"THE FLESHTONES 

HITSBURG, USA, June 2016—Forty years ago in Queens, New York, KEITH STRENG and his buddy Marek Pakulski discovered some guitars in a basement of a house they were renting. They didn’t know how to tune strings or finger a chord, but they dug Rock and Roll and RandB, which was hard to find in the mid-1970s pabulum on Top 40 and FM radio. They picked up those guitars, found some cheap amps, and started banging out noise. By ’77, local drummer Lenny Calderon was on board as the steady drummer.
One day PETER ZAREMBA, an art student friend with long bangs, a harmonica, and a manic vision, dropped by the house, grabbed a mic, and named the band THE FLESHTONES. They rehearsed by throwing locally legendary parties in the basement of that house, dosed with fuzz guitar and trash cans full of their signature cocktail, the Blue Whale, inaugurating a bacchanal that just won’t end. Manically covering obscure songs and offering their own nervy originals, they debuted at CBGB in May of 1976.
Zaremba remembers, “We were very wound up and blasted out our handful of songs at a ridiculously fast tempo. Still, people liked us and some even danced along, an unusual event at super-cool CBGB’s. We were invited back for another audition. Finally, we were a real band.” Laughs Streng, “We were horrible at CBGB’s! But we still passed. Hilly Kristal said to us, ‘You guys aren’t really that good. But there’s something there’.”
Indeed there was. In addition to gigs at that fabled club and at Max’s Kansas City, the Fleshtones found a home at the rock/performance-art home at Club 57 on St. Mark’s Place, and in 1978 signed with Marty Thau’s Red Star Records and recorded a full-length album. The next year they released their debut single, the classic “American Beat,” and with filmmaker M. Henry Jones created an innovative and influential performance-animation video composed of hand-painted cutouts. They signed with I.R.S. Records in 1980, adding BILL MILHIZER on drums and releasing the genre-defining garage rock classics Roman Gods and Hexbreaker, with Gordon Spaeth (RIP) playing sax, harmonica, organ, and the Juvenile Delinquent with a Heart of Gold.
In the mid- and late-1980s, Zaremba kept busy hosting MTV’s Cutting Edge. Throughout that decade and the 1990s, the Fleshtones released plenty of albums and singles, toured the U.S. and Europe regularly in front of packed clubs and large festivals, and anointed nonbelievers worldwide in bar-treading, conga-line-snaking Super Rock—a greasy ball of sonic and cultural influences ranging in feel from RandB, Disco, and Lost In Space to Garage, Frat Rock, and Mexican horror flicks. 
Following Pakulski’s departure in 1986, the band entertained a few bass players, including Robert Warren (RuPaul’s bassist in Wee Wee Pole), Andy Shernoff (The Dictators), and Fred Smith (Television). In 1990, KEN FOX, late from Jason and The Scorchers, joined the goofy mayhem for good, contributing pop songs, high leg kicks, and charm at the merch table, battening down the hatches on a muscular, road-strengthened, party-hopping outfit who play with the same energy, abandon, and spontaneity in front of ten people as they do in front of hundreds.
The Fleshtones are the only band to debut at CBGB in 1976 that hasn’t experienced an inactive year. They have, in one way or another, inspired countless other bands over the decades, including R.E.M., Hoodoo Gurus, and The Dream Syndicate, and their showmanship and musical influence is palpable in many current bands throughout North America, Europe, and Scandinavia. The Fleshtones have survived Punk Rock, New Wave, No Wave, Neo Garage, Post-Punk, Grunge, and more Neo Garage, never succumbing to trendiness, scornful laughter, liquidated record labels, or non-alcoholic beer. They were the first band to play at Irving Plaza and Danceteria in Manhattan as well as Maxwell's in Hoboken, New Jersey, and the first to be booked at the original 9:30 Club in Washington D.C.. They were one of the last bands to play Windows On The World on top of the World Trade Center. In between, they opened for James Brown and Chuck Berry, backed acclaimed English actor Ian McKellen as he recited a sonnet on Andy Warhol’s Fifteen Minutes, and anchored the infamous Pyramid Club in the East Village while helping inaugurate the legendary Wigstock drag queen festival.
Tick, tock there’s another day. What to do? What to say? 
Tried and true American Living Legends, the Fleshtones return with their new album, The Band Drinks For Free. Hell, they’ve earned it! To celebrate their fortieth anniversary, the gravity-defying Fleshtones take stock of their remarkable career, singing about the past and the future, knocked-out at how far the decades have receded yet excited for tomorrow night’s show. Recorded at Florent Barbier’s CCP Sound Studio in Brooklyn, New York, The Band Drinks For Free is a testament to surviving with a great attitude at great odds. If there’s a theme that runs through the album it’s the bittersweet surprise of Time itself, how days and decades slip into oblivion, Kinks-ian church bells tolling away all of those hard-won hours. 
The opener sets the tone, a groovy update of Ten Years After’s “Love Like A Man,” confident and swingin’, riff-driven and churning with eighth-note organ blasts and gang vocals, featuring the Bellrays’ remarkable singer Lisa Kekaula in an epic fadeout. Like that stupid ol’ sun, the Fleshtones are burning bright, shining down on everyone, and are planning to last for a long, long time. At this point there may be too many memories, melancholy daydreams, piles of bills, and unsaid goodbye’s, but the Fleshtones are glad to be living today, even if haunted by the loss of youth and by the club at closing time. They’ve learned plenty along the way, too, like how to respect love, hold on to a dream, and play the Hondells’ “The Gasser.” If it all gets too heavy and you need to get off the numbing suburban roulette, just slip on Rick Wakeman’s Cape and hit the town. Where it will lead? Well, you just don't know!
“Keith and Ken have the deep songs on the album, I tried to get very basic,” says Zaremba. “One thing about this record is that making it was fun. We had a lot of material, and it came easy. Seems like we knew what we were doing this time! It doesn't get old. This is what we really like doing. It’s a dream come true!”
The Fleshtones are back again, and they’re drinking for free. Care to join them?",Punk,,1000Fryd,29/01/2021,00.00,–,–,–,60,–,–,1000Fryd,unum. Siddepladser,fles.jpg
60,Moscow Death Brigade (RUS),"MOSCOW DEATH BRIGADE is a techno/rap/punk band from Russia, combining hip-hop rhymes with electronic/hardcore-punk beats and progressive lyrics.

MOSCOW DEATH BRIGADE is a hardcore/rap band from Russia, combining hip hop rhymes and beats, punk/metal instrumentals and political/social lyrics.

MDB has become one of the most active Russian antifascist bands, opposing all kinds of discrimination and fascism, organizing and taking part in benefit events and spreading the word of unity.

MDB shows usually attract all kinds of representatives of subcultures: from punx, skinheads and metalheads to hip hop kids, graffiti writers and football hooligans, demonstrating that all of us are the parts of the same worldwide underground movement, based of friendship, mutual support and freedom.",Alternativ Rap,,1000Fryd,05/02/2021,20.00,–,–,–,50,–,–,1000Fryd,unum. Siddepladser,mosc.jpg
61,Lonely Kamel (NOR),"LONELY KAMEL are authentic, they let their emotions run wild.They don't need leather jackets and boots, the leather of their fingertips can be felt in their hard riffs. Vintage as fuck. Guitarist Thomas Brenna torments the steel sides, bassist Stian Helle pounds his, while Espen Nesset is working on his drum kit. A spacey, a psychedelic, a bluesy, a stony, a monstrous sound comes out of the speakers as a result when the fifth album ´Death´s-Head Hawkmoth´ blows loudly from the Norwegians. For almost 15 years and 5 albums, the Norwegians LONELY KAMEL have been part of the sprawling vintage rock movement, which internalize the sixties fuzz and especially the seventies zeppelin rock.In the case of ""Death's-Head Hawkmoth"" the result sounds robust, authentic and varied. There the lap steel guitar is also unpacked, the opening song layers guitar walls in the Wall of Sound style on top of each other and the following ""Psychedelic Warfare"" shows how an ass kickin` groove a la Queens Of The Stone Age can rock psychedelically nebulized, then roll down cumbersome retro doom. The powerful vocals are similar to Josh Homme and do the rest of the positive recognition. The groove in particular is always reminiscent of Led Zeppelin, the stoner moments are influenced by Kyuss, a dash of Cream, Karma To Burn and Jimi Hendrix and the catchy brew by Lonely Kamel is ready. After successful touring with Bands like Mirror Queen, Brant Bjork and 1000Mods, they´re ready for their headline tour and new material and classix for the audience.",Metal,,1000Fryd,06/02/2021,19.30,–,–,–,50,–,–,1000Fryd,unum. Siddepladser,lone.jpg
